Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
14	9980163	9985346	7	2993215	2996035	cccccc
9	4375128	4380310	6	5967219	5968409	cccccc
3	8732212	8737393	11	4002802	3993200	cccccc
3	8732212	8737393	9	5583581	5571689	cccccc
5	1826859	1832039	14	1869739	1857218	cccccc
12	12238525	12243704	17	1116819	1128480	cccccc
1	13801401	13806578	9	460707	463009	cccccc
2	337946	343122	18	614215	618895	cccccc
2	337946	343122	3	2881422	2876197	cccccc
2	2807783	2812959	14	7617918	7629126	cccccc
2	2807783	2812959	5	6592179	6599439	cccccc
2	2807783	2812959	7	344566	357668	cccccc
19	4326953	4332125	8	2483696	2479865	cccccc
2	9997038	10002208	18	10278703	10286441	cccccc
11	5814271	5819440	10	2342096	2337706	cccccc
13	13160652	13165818	12	3224463	3222150	cccccc
14	1385088	1390252	18	7219918	7190366	cccccc
3	16546233	16551396	16	8352001	8367314	cccccc
11	11850532	11855695	19	2066046	2074365	cccccc
11	3366090	3371251	12	8068488	8066387	cccccc
11	7097342	7102501	19	669185	677944	cccccc
13	556678	561837	14	928619	935211	cccccc
12	5900692	5905849	17	3670824	3671231	cccccc
3	4028927	4034083	9	6967355	6975840	cccccc
5	14348124	14353280	18	6040402	6057791	cccccc
4	1462681	1467835	10	208985	219428	cccccc
11	13386694	13391848	19	1379055	1375710	cccccc
9	12856680	12861830	3	2937590	2942390	cccccc
1	4037931	4043080	5	11267908	11240549	cccccc
1	568599	573747	6	1026209	1031446	cccccc
9	4452827	4457973	13	3269087	3261193	cccccc
9	4452827	4457973	6	6017582	6014758	cccccc
16	559050	564196	12	9017193	9022269	cccccc
16	559050	564196	19	7643866	7650048	cccccc
9	8218776	8223920	3	7168962	7176788	cccccc
13	766243	771385	14	1374492	1370519	cccccc
13	6622565	6627705	16	879539	876295	cccccc
7	15008708	15013847	12	4092469	4097348	cccccc
1	11152850	11157982	16	1762870	1765120	cccccc
18	1813890	1819022	11	6590529	6585252	cccccc
18	1813890	1819022	4	5880162	5887910	cccccc
3	5463551	5468680	9	1487258	1492325	cccccc
18	14032304	14037433	11	6387249	6382691	cccccc
18	12751456	12756584	11	10399911	10405728	cccccc
14	8730617	8735740	7	4880509	4884710	cccccc
18	1762399	1767522	4	5732632	5739296	cccccc
3	15804846	15809968	2	1471744	1464369	cccccc
9	3848317	3853437	13	2476263	2477365	cccccc
9	3848317	3853437	6	5115793	5117888	cccccc
12	11943588	11948705	17	11994054	12000695	cccccc
17	9428568	9433685	17	6607324	6601619	cccccc
5	5928108	5933224	18	3987316	3981031	cccccc
15	8148153	8153269	17	5620229	5626937	cccccc
13	1933549	1938659	14	4726132	4723496	cccccc
18	15167334	15172443	11	4837133	4857723	cccccc
18	14057240	14062348	11	6371983	6366289	cccccc
18	14057240	14062348	4	6067869	6071553	cccccc
18	14057240	14062348	9	9649662	9646405	cccccc
15	11645287	11650394	17	992567	998225	cccccc
19	2301192	2306298	14	11888937	11862769	cccccc
2	6682140	6687245	18	4153129	4149204	cccccc
2	2442450	2447554	7	6380043	6399079	cccccc
2	8373467	8378571	18	6786424	6778462	cccccc
9	5683366	5688470	6	2750509	2755278	cccccc
5	3296797	3301900	14	4946292	4930152	cccccc
5	3296797	3301900	5	3690500	3685405	cccccc
3	13973742	13978843	2	4609678	4616673	cccccc
5	3938390	3943488	5	6749194	6744587	cccccc
12	11880606	11885703	17	11694437	11701083	cccccc
2	12690722	12695818	2	1144425	1137921	cccccc
4	14781014	14786110	10	5216416	5225915	cccccc
14	15203556	15208651	18	10435534	10444964	cccccc
16	13513020	13518115	8	10149364	10154363	cccccc
18	13106372	13111466	11	8600427	8610273	cccccc
15	11679863	11684956	17	979339	973343	cccccc
14	10902527	10907619	12	2653324	2647086	cccccc
15	10117438	10122530	17	9590206	9583558	cccccc
2	11894935	11900025	2	3130878	3137008	cccccc
11	5916605	5921693	10	2446149	2449011	cccccc
12	9825259	9830346	1	10087419	10090406	cccccc
12	9825259	9830346	17	5827095	5831820	cccccc
1	15749027	15754113	4	3540647	3545598	cccccc
1	15749027	15754113	9	4163071	4167747	cccccc
2	3474823	3479909	7	1305355	1297441	cccccc
13	3481317	3486402	7	7220524	7211328	cccccc
2	372531	377615	18	659188	654277	cccccc
18	1986512	1991593	11	5843910	5869231	cccccc
18	1986512	1991593	4	5239403	5245845	cccccc
12	12105899	12110979	17	1345328	1342830	cccccc
1	14714824	14719903	4	4612704	4595144	cccccc
1	14714824	14719903	9	5835552	5833090	cccccc
7	12016496	12021573	18	4400002	4405066	cccccc
1	9964353	9969428	2	5224224	5221960	cccccc
2	6489137	6494211	18	3913676	3917059	cccccc
9	8954512	8959585	3	3918481	3928861	cccccc
2	5766548	5771619	18	2813326	2821580	cccccc
2	2848700	2853770	7	199382	193593	cccccc
9	4362450	4367519	6	5965347	5958640	cccccc
5	3351073	3356140	14	5814340	5801270	cccccc
5	3351073	3356140	5	3563234	3569385	cccccc
13	6888988	6894054	16	1267930	1281969	cccccc
1	8939256	8944320	2	4171516	4164577	cccccc
16	1594321	1599381	8	11666979	11663960	cccccc
13	4437091	4442150	6	311988	317450	cccccc
1	7426068	7431126	2	1105914	1112560	cccccc
3	14830998	14836053	2	2947472	2943658	cccccc
9	10538796	10543850	3	996346	1004637	cccccc
12	14004701	14009755	1	1582257	1572843	cccccc
3	9100493	9105546	11	4419185	4404225	cccccc
3	9100493	9105546	9	6485563	6477571	cccccc
15	11405081	11410134	17	1345328	1342830	cccccc
15	9783494	9788546	17	8898947	8901052	cccccc
4	6370249	6375300	4	11938251	11913809	cccccc
5	3814251	3819297	14	7430862	7435906	cccccc
5	3814251	3819297	5	6435306	6441073	cccccc
5	3814251	3819297	7	138291	144285	cccccc
1	14702625	14707667	9	5848653	5860580	cccccc
18	14404056	14409097	11	6387249	6382691	cccccc
15	9770116	9775156	17	8873900	8879335	cccccc
15	12209572	12214612	17	322993	329598	cccccc
4	1144152	1149191	19	6414414	6416671	cccccc
9	9193783	9198815	18	9401395	9407092	cccccc
9	9193783	9198815	3	4306778	4311189	cccccc
11	13157540	13162572	10	3118051	3114236	cccccc
11	13157540	13162572	19	1085566	1086930	cccccc
13	15728508	15733540	6	8505462	8500393	cccccc
12	3917644	3922673	17	1512892	1517370	cccccc
2	14597592	14602620	7	4880509	4884710	cccccc
9	5703546	5708574	6	2680896	2687405	cccccc
13	3315926	3320953	14	10185999	10207425	cccccc
2	10356050	10361075	15	11216038	11211122	cccccc
2	3838349	3843373	12	1366050	1379927	cccccc
9	5601246	5606270	6	2899377	2903998	cccccc
9	10091593	10096617	3	3133680	3116926	cccccc
9	10091593	10096617	3	26344	40332	cccccc
14	9226266	9231290	14	842568	848411	cccccc
14	10155367	10160391	7	2467919	2477147	cccccc
14	12269017	12274041	12	6160917	6161184	cccccc
15	10355767	10360791	17	9907478	9915202	cccccc
17	16033608	16038631	16	84268	93572	cccccc
11	16836702	16841724	2	2543465	2539769	cccccc
15	9192490	9197512	1	10289167	10284236	cccccc
15	9192490	9197512	17	5937499	5930102	cccccc
13	243828	248848	14	426137	418804	cccccc
15	8835584	8840603	1	10977297	10982423	cccccc
15	8835584	8840603	17	6316168	6320034	cccccc
14	8956648	8961662	7	4578947	4584812	cccccc
2	1578955	1583966	18	11876347	11891254	cccccc
9	7311440	7316451	6	7774276	7771802	cccccc
2	15951047	15956056	7	3704634	3699086	cccccc
7	5295821	5300830	18	7813675	7832715	cccccc
14	8551966	8556975	5	3014205	3018323	cccccc
15	3399630	3404639	17	2012308	1993769	cccccc
5	215110	220118	14	408179	412734	cccccc
5	215110	220118	7	4665168	4662343	cccccc
11	8230353	8235361	19	7295447	7306550	cccccc
11	12924812	12929818	19	419930	426761	cccccc
1	9777758	9782761	2	4985065	4986675	cccccc
3	7907671	7912672	11	3169455	3164080	cccccc
3	7907671	7912672	9	3851816	3859885	cccccc
13	202585	207586	14	395553	392250	cccccc
13	202585	207586	7	4670467	4673720	cccccc
7	9444522	9449522	1	1755809	1751782	cccccc
10	12220506	12238241	1	6328905	6391283	e64e60
10	6041883	6058293	1	10492671	10472215	e64e60
10	13092059	13108237	1	4544155	4494130	e64e60
10	15395662	15411730	5	904551	927399	e64e60
10	15395662	15411730	7	3953472	3928528	e64e60
10	9246965	9262663	5	9637019	9715293	e64e60
10	7478789	7494143	1	7409151	7390271	e64e60
10	15878032	15893050	5	307817	272121	e64e60
10	10002082	10016283	5	7299021	7238490	e64e60
10	13863740	13877379	1	3466456	3451208	e64e60
10	13863740	13877379	17	3316558	3333287	e64e60
10	13050438	13064028	1	4612464	4635513	e64e60
10	1581964	1595539	5	1683112	1690001	e64e60
10	7868011	7880600	1	7257835	7266527	e64e60
10	16067023	16079422	5	2495248	2508438	e64e60
10	15356575	15368916	5	957146	941048	e64e60
10	6909144	6921316	1	8728580	8712472	e64e60
10	309097	321218	5	2771033	2751554	e64e60
10	9020580	9032252	5	10502328	10471118	e64e60
10	10369355	10380935	5	6455742	6489197	e64e60
10	567938	579514	5	1452433	1434795	e64e60
10	12654003	12665544	1	5433793	5414748	e64e60
10	14650791	14662279	1	2456141	2445655	e64e60
10	12618867	12630298	1	5552540	5495907	e64e60
10	4007242	4018661	5	4097390	4111582	e64e60
10	11582343	11593518	1	10829237	10841717	e64e60
10	11150088	11161257	5	5228981	5252483	e64e60
10	6534047	6545180	1	9924435	9913656	e64e60
10	11468613	11479260	5	4705947	4728522	e64e60
10	10762210	10772631	5	5824109	5839058	e64e60
10	7430322	7440628	1	7562329	7552415	e64e60
10	7430322	7440628	17	9989722	10000084	e64e60
10	6563709	6574014	1	9961915	9948466	e64e60
10	14378331	14388409	1	2807025	2878201	e64e60
10	14378331	14388409	17	4144453	4143098	e64e60
10	13503933	13513998	1	3985489	3993131	e64e60
10	13503933	13513998	17	2818610	2802009	e64e60
10	3892637	3902451	5	4037125	4053084	e64e60
10	12870859	12880632	1	4990005	5011478	e64e60
10	11168652	11178349	5	5189261	5199845	e64e60
10	11168652	11178349	7	1113381	1096287	e64e60
10	16417516	16427121	1	373752	342802	e64e60
10	6399086	6408605	1	9866945	9834379	e64e60
10	2610121	2619474	5	3725463	3754247	e64e60
10	13943115	13952410	1	3395733	3380069	e64e60
10	9541009	9550202	5	8847176	8809508	e64e60
10	15706599	15715764	5	508298	523510	e64e60
10	15706599	15715764	7	4218769	4204103	e64e60
10	11872046	11881188	1	9040679	9082566	e64e60
10	11731885	11740962	1	9424059	9437419	e64e60
10	16008596	16017456	5	2375764	2362070	e64e60
10	5844321	5853169	1	10706822	10741580	e64e60
10	14446893	14455704	1	2726787	2743295	e64e60
10	13436495	13445273	1	4095595	4102924	e64e60
10	10941066	10949838	5	5553855	5561506	e64e60
10	10941066	10949838	7	922113	914050	e64e60
10	11376913	11385656	5	4831390	4846237	e64e60
10	14863545	14872258	17	4903898	4890081	e64e60
10	9337251	9345955	5	9290398	9306422	e64e60
10	9685437	9694120	5	8511063	8520691	e64e60
10	16045336	16054015	5	2479563	2462105	e64e60
10	16045336	16054015	5	12724	1	e64e60
10	16434497	16443115	1	418459	400853	e64e60
10	241314	249917	5	2667753	2671746	e64e60
10	13207129	13215582	1	4384287	4368625	e64e60
10	10991280	10999676	5	5481021	5492009	e64e60
10	13397918	13406264	1	4112717	4104882	e64e60
10	3000366	3008654	5	3504265	3495472	e64e60
10	15626514	15634777	5	645269	615450	e64e60
10	10259445	10267682	5	6710122	6701037	e64e60
10	13013745	13021918	1	4666066	4672105	e64e60
10	11747167	11755290	1	9477097	9458022	e64e60
10	11747167	11755290	1	9477097	9458022	e64e60
10	4089810	4097807	5	4145120	4176033	e64e60
10	10800239	10808161	5	5754630	5770302	e64e60
10	12913708	12921630	1	4934650	4948770	e64e60
10	12400265	12408172	1	5998366	5989944	e64e60
10	11333616	11341521	5	4894750	4898839	e64e60
10	11333616	11341521	7	1288885	1283815	e64e60
10	13368326	13376223	1	4147431	4138810	e64e60
10	3353743	3361615	5	3046213	3031717	e64e60
10	3353743	3361615	7	2560769	2568590	e64e60
10	15323190	15331016	5	999296	987059	e64e60
10	9127150	9134961	5	10088588	10130017	e64e60
10	9760407	9768127	5	8218938	8229630	e64e60
10	1702806	1710513	5	2962423	2970870	e64e60
10	11402361	11410039	5	4795307	4798018	e64e60
10	6241308	6248983	1	9711377	9698364	e64e60
10	298027	305698	5	2741660	2747251	e64e60
10	7917145	7924801	1	7217134	7229510	e64e60
10	11449302	11456940	5	4764277	4748334	e64e60
10	11449302	11456940	7	1339352	1346941	e64e60
10	13880469	13888077	1	3441168	3429870	e64e60
10	3867265	3874837	5	4024018	4007459	e64e60
10	15573650	15581155	5	718860	711344	e64e60
10	13156147	13163646	1	4454333	4447965	e64e60
10	3304294	3311724	5	3280619	3299522	e64e60
10	13835309	13842739	1	3485792	3512371	e64e60
10	16543917	16551320	1	706792	701419	e64e60
10	7946693	7954082	1	7122124	7137221	e64e60
10	12177290	12184634	1	6449728	6457279	e64e60
10	14272189	14279517	1	3040233	3030905	e64e60
10	161968	169238	5	1149167	1153335	e64e60
10	3107690	3114893	5	3468786	3457229	e64e60
10	14689697	14696887	1	2301129	2308215	e64e60
10	16079451	16086607	5	2521522	2509748	e64e60
10	13670937	13678062	1	3742411	3754250	e64e60
10	16159080	16166166	5	2573626	2565487	e64e60
10	16159080	16166166	7	4637002	4628690	e64e60
10	1830132	1837207	5	3203162	3217356	e64e60
10	8209055	8216115	1	6810083	6783151	e64e60
10	16029960	16036961	5	2390890	2387834	e64e60
10	7324408	7331368	1	7675081	7666013	e64e60
10	427981	434937	5	2881364	2896450	e64e60
10	9797763	9804687	5	7984166	7973791	e64e60
10	12321478	12328301	1	6061416	6048909	e64e60
10	1561903	1568722	5	1664828	1655452	e64e60
10	15344097	15350912	14	1050502	1057005	e64e60
10	15344097	15350912	5	964767	972911	e64e60
10	6121353	6128152	1	10398353	10407330	e64e60
10	493706	500447	5	1337495	1316381	e64e60
10	6767103	6773826	1	10190018	10197710	e64e60
10	6550882	6557596	1	9933156	9946035	e64e60
10	3762705	3769354	7	2032011	2025999	e64e60
10	14306383	14313024	1	2980178	2968052	e64e60
10	14306383	14313024	17	3777808	3797974	e64e60
10	15585923	15592552	5	701417	695212	e64e60
10	1676991	1683607	5	2913701	2906822	e64e60
10	3686659	3693259	5	3885686	3895638	e64e60
10	9706849	9713430	5	8391515	8397155	e64e60
10	9706849	9713430	7	6632088	6640189	e64e60
10	8261941	8268471	1	6678843	6691415	e64e60
10	276306	282834	5	2715689	2701812	e64e60
10	8224480	8230995	1	6767145	6749249	e64e60
10	11570802	11577269	1	10880182	10863770	e64e60
10	16599809	16606223	1	633424	630941	e64e60
10	2939641	2946052	5	3504871	3516120	e64e60
10	14173858	14180269	1	3127824	3131985	e64e60
10	11492660	11499052	5	4673637	4694597	e64e60
10	14337526	14343875	1	2935062	2929062	e64e60
10	7965953	7972298	1	7113509	7102923	e64e60
10	14578449	14584783	1	2536481	2541184	e64e60
10	6085795	6092109	1	10449970	10433893	e64e60
10	3182349	3188656	5	3360758	3367379	e64e60
10	3182349	3188656	7	2460314	2452262	e64e60
10	16676065	16682350	1	742206	750870	e64e60
10	11117949	11124165	5	5310953	5316248	e64e60
10	9274942	9281133	5	9475186	9466860	e64e60
10	9033529	9039716	5	10315728	10300194	e64e60
10	8240269	8246441	1	6701748	6712377	e64e60
10	12127298	12133446	1	6618298	6612531	e64e60
10	9306801	9312907	5	9402906	9419019	e64e60
10	9306801	9312907	7	7426595	7435725	e64e60
10	12440312	12446398	1	5846071	5836688	e64e60
10	6935308	6941379	1	8677962	8680594	e64e60
10	197330	203368	5	2608353	2622930	e64e60
10	13680524	13686545	1	3738630	3731130	e64e60
10	13680524	13686545	17	3086515	3092399	e64e60
10	1641924	1647929	5	1837293	1814907	e64e60
10	14368138	14374137	1	2906208	2899462	e64e60
10	16696949	16702902	1	774384	770275	e64e60
10	16696949	16702902	17	7339197	7342035	e64e60
10	1710642	1716562	5	2979785	2972568	e64e60
10	10241230	10247142	5	6724489	6714786	e64e60
10	1741221	1747129	5	2992919	2991350	e64e60
10	3115777	3121682	5	3447729	3456603	e64e60
10	12312405	12318301	1	6068804	6075823	e64e60
10	16449336	16455227	1	421584	428372	e64e60
10	12796314	12802184	1	5143934	5139326	e64e60
10	16176189	16182055	1	175325	150565	e64e60
10	516307	522158	5	1400122	1407385	e64e60
10	5831131	5836980	1	10770041	10781195	e64e60
10	3988778	3994621	5	4088014	4074174	e64e60
10	13043285	13049128	1	4648919	4638568	e64e60
10	15732680	15738450	5	494809	487900	e64e60
10	4155805	4161547	5	4194276	4204677	e64e60
10	4155805	4161547	7	1786760	1782333	e64e60
10	3144282	3150009	5	3432699	3442918	e64e60
10	14756431	14762145	1	2242232	2246905	e64e60
10	14623019	14628719	1	2508304	2516714	e64e60
10	12927113	12932804	1	4920703	4927776	e64e60
10	9401985	9407637	5	9179172	9184983	e64e60
10	11828629	11834280	1	9353972	9345791	e64e60
10	13353602	13359246	1	4161365	4154897	e64e60
10	12602313	12607838	1	5560160	5566715	e64e60
10	1851133	1856636	5	3827197	3820612	e64e60
10	10415020	10420511	5	6376906	6369682	e64e60
10	4853220	4858707	5	4515543	4528872	e64e60
10	13813159	13818602	1	3568601	3565291	e64e60
10	11323398	11328800	5	4920191	4912731	e64e60
10	11525251	11530640	5	4619268	4632977	e64e60
10	12363516	12368899	1	6017532	6018528	e64e60
10	7925233	7930612	1	7142093	7167132	e64e60
10	8217799	8223167	1	6780041	6773385	e64e60
10	15566239	15571586	5	726322	720848	e64e60
10	12213522	12218867	1	6397004	6391853	e64e60
10	7184436	7189764	1	7861008	7870867	e64e60
10	7184436	7189764	17	9759285	9731937	e64e60
10	10950617	10955938	14	6670990	6677349	e64e60
10	10950617	10955938	5	5537597	5545069	e64e60
10	12515448	12520763	1	5706168	5701247	e64e60
10	3373233	3378513	5	3068523	3074183	e64e60
10	3373233	3378513	7	2632200	2626616	e64e60
10	9301562	9306795	5	9424502	9421309	e64e60
10	15278209	15283436	5	1088280	1098923	e64e60
10	4048743	4053913	5	4138635	4135185	e64e60
10	4048743	4053913	7	1814541	1817544	e64e60
10	10213266	10218426	5	6766141	6756778	e64e60
10	14725827	14730981	1	2274020	2280023	e64e60
10	15496559	15501686	5	808814	816916	e64e60
10	3154817	3159924	5	3401229	3389122	e64e60
10	4514681	4519782	7	1516432	1506987	e64e60
10	13002788	13007889	1	4692857	4690084	e64e60
10	15538069	15543138	5	771998	782111	e64e60
10	15084971	15090025	17	5245892	5244356	e64e60
10	206366	211396	5	2635204	2623784	e64e60
10	12935886	12940898	1	4912742	4918288	e64e60
10	7980735	7985740	1	7066266	7070004	e64e60
10	7980735	7985740	17	11176644	11172609	e64e60
8	6311684	6346767	5	2322487	2216358	0080cc
8	8822779	8843550	1	5171707	5272658	0080cc
8	13667506	13688147	5	3725463	3754247	0080cc
8	9390490	9411057	1	6328905	6391283	0080cc
8	4317547	4337930	13	712006	673495	0080cc
8	8539584	8554404	1	4612464	4635513	0080cc
8	6383127	6397374	5	307817	272121	0080cc
8	16452650	16466873	5	1452433	1434795	0080cc
8	3114047	3127287	13	2630380	2605728	0080cc
8	2629221	2642396	13	4668323	4712147	0080cc
8	1944159	1957313	13	6485352	6413874	0080cc
8	13700132	13712714	5	3827197	3820612	0080cc
8	11638323	11650363	5	9033342	9048057	0080cc
8	6778282	6789965	5	904551	927399	0080cc
8	6778282	6789965	7	3953472	3928528	0080cc
8	11766955	11778591	5	9475186	9466860	0080cc
8	4349058	4360674	13	733566	750520	0080cc
8	4349058	4360674	6	7583752	7598395	0080cc
8	1429714	1441208	13	7760304	7809486	0080cc
8	7287648	7299110	1	2456141	2445655	0080cc
8	11948377	11959826	5	10502328	10471118	0080cc
8	10916206	10927523	5	6455742	6489197	0080cc
8	8587800	8599057	1	4666066	4672105	0080cc
8	1071584	1082755	13	11316680	11300110	0080cc
8	1071584	1082755	13	11316680	11300110	0080cc
8	6805121	6816224	5	957146	941048	0080cc
8	3098760	3109859	13	2599059	2584197	0080cc
8	11242390	11253473	5	7299021	7238490	0080cc
8	4275729	4286701	13	633212	620287	0080cc
8	4275729	4286701	8	7737591	7721679	0080cc
8	10132401	10143365	5	4705947	4728522	0080cc
8	7570082	7580691	1	2807025	2878201	0080cc
8	7570082	7580691	17	4144453	4143098	0080cc
8	8036446	8047049	1	3466456	3451208	0080cc
8	8036446	8047049	17	3316558	3333287	0080cc
8	10740988	10751414	5	5824109	5839058	0080cc
8	13375489	13385886	1	9961915	9948466	0080cc
8	1359865	1370201	13	8249429	8239518	0080cc
8	8952051	8962272	1	5450207	5436775	0080cc
8	7678710	7688899	1	3040233	3030905	0080cc
8	2800463	2810516	13	2066834	2084544	0080cc
8	8936079	8946096	1	5433793	5414748	0080cc
8	10362379	10372352	5	5189261	5199845	0080cc
8	10362379	10372352	7	1113381	1096287	0080cc
8	8755087	8765000	1	4990005	5011478	0080cc
8	7508326	7518174	1	2726787	2743295	0080cc
8	14198146	14207939	5	4244048	4260312	0080cc
8	14198146	14207939	7	1659963	1640094	0080cc
8	11107386	11117065	5	6898015	6914642	0080cc
8	13627136	13636647	5	3651581	3640984	0080cc
8	7963491	7972871	1	3395733	3380069	0080cc
8	2838458	2847836	13	2173561	2189033	0080cc
8	10934661	10943961	5	6504318	6526674	0080cc
8	7454279	7463552	1	2618754	2632507	0080cc
8	7454279	7463552	17	4305424	4277971	0080cc
8	11709864	11719126	5	9290398	9306422	0080cc
8	6180365	6189433	5	2573626	2565487	0080cc
8	6180365	6189433	7	4637002	4628690	0080cc
8	11507274	11516297	5	8511063	8520691	0080cc
8	7341461	7350462	1	2505074	2495311	0080cc
8	1806807	1815787	13	6639044	6627403	0080cc
8	14900330	14909286	5	3504265	3495472	0080cc
8	14900330	14909286	5	4705947	4728522	0080cc
8	2098816	2107726	13	5944228	5969863	0080cc
8	4520290	4529183	13	1036714	1027118	0080cc
8	2702431	2711269	13	1859685	1891150	0080cc
8	2702431	2711269	6	4607415	4628270	0080cc
8	10890066	10898860	5	6408223	6397556	0080cc
8	1463436	1472225	13	7508502	7525599	0080cc
8	8386523	8395308	1	4384287	4368625	0080cc
8	2912618	2921402	13	2235847	2221534	0080cc
8	1257099	1265843	13	8957091	8952054	0080cc
8	10565648	10574375	5	5553855	5561506	0080cc
8	10565648	10574375	7	922113	914050	0080cc
8	12552057	12560758	1	6964073	6976804	0080cc
8	6099779	6108287	1	246096	257603	0080cc
8	2978575	2987045	13	2387669	2421339	0080cc
8	2978575	2987045	6	5064960	5071937	0080cc
8	8229074	8237534	1	3985489	3993131	0080cc
8	8229074	8237534	17	2818610	2802009	0080cc
8	12442357	12450792	1	6810083	6783151	0080cc
8	13039428	13047773	1	7562329	7552415	0080cc
8	13039428	13047773	17	9989722	10000084	0080cc
8	9171412	9179730	1	5998366	5989944	0080cc
8	10379071	10387377	5	5228981	5252483	0080cc
8	3654591	3662864	13	3641296	3653945	0080cc
8	12686454	12694722	1	7113509	7102923	0080cc
8	6666670	6674899	5	718860	711344	0080cc
8	9332109	9340303	1	6138551	6155621	0080cc
8	12999287	13007458	1	7409151	7390271	0080cc
8	2419075	2427196	6	3962133	3942046	0080cc
8	1968620	1976721	13	6334982	6307684	0080cc
8	2728038	2736065	13	1926827	1912951	0080cc
8	6848423	6856446	5	999296	987059	0080cc
8	2392990	2400972	13	5285633	5270516	0080cc
8	1344353	1352307	13	8202513	8150739	0080cc
8	13584832	13592752	1	10770041	10781195	0080cc
8	11423172	11431078	5	8158983	8170034	0080cc
8	10181035	10188873	5	4795307	4798018	0080cc
8	14071279	14078877	5	4145120	4176033	0080cc
8	13768389	13775909	5	3885686	3895638	0080cc
8	13654528	13662046	5	3717746	3710369	0080cc
8	4569447	4576953	13	1083995	1072521	0080cc
8	10242483	10249858	5	4894750	4898839	0080cc
8	10242483	10249858	7	1288885	1283815	0080cc
8	10148103	10155402	5	4764277	4748334	0080cc
8	10148103	10155402	7	1339352	1346941	0080cc
8	2828464	2835677	13	2110367	2104748	0080cc
8	8715475	8722554	1	4934650	4948770	0080cc
8	7611025	7618097	1	2935062	2929062	0080cc
8	5833056	5839999	1	742206	750870	0080cc
8	6374210	6381145	5	2014932	2033653	0080cc
8	6374210	6381145	5	271036	262346	0080cc
8	6162187	6169119	1	175325	150565	0080cc
8	8701980	8708905	1	4920703	4927776	0080cc
8	13956078	13962985	5	4097390	4111582	0080cc
8	2788926	2795830	13	2046250	2052751	0080cc
8	7638600	7645491	1	2980178	2968052	0080cc
8	7638600	7645491	17	3777808	3797974	0080cc
8	9322213	9329098	1	6130318	6135868	0080cc
8	6655909	6662777	5	701417	695212	0080cc
8	5813351	5820203	1	774384	770275	0080cc
8	5813351	5820203	17	7339197	7342035	0080cc
8	3632353	3639196	13	3625159	3607191	0080cc
8	2776202	2783012	13	2037014	2013119	0080cc
8	6831164	6837961	14	1050502	1057005	0080cc
8	6831164	6837961	5	964767	972911	0080cc
8	8027956	8034746	1	3441168	3429870	0080cc
8	10106911	10113668	5	4673637	4694597	0080cc
8	2760864	2767615	13	1983586	1977391	0080cc
8	4540121	4546846	13	1045649	1052589	0080cc
8	3663036	3669749	13	3660829	3654736	0080cc
8	8277818	8284429	1	4095595	4102924	0080cc
8	4193749	4200355	13	546796	541108	0080cc
8	6678182	6684739	5	726322	720848	0080cc
8	13474208	13480764	1	9711377	9698364	0080cc
8	9018833	9025375	1	5609650	5615970	0080cc
8	12711443	12717939	1	7217134	7229510	0080cc
8	12703252	12709738	1	7142093	7167132	0080cc
8	9116816	9123268	1	5797368	5786503	0080cc
8	11490461	11496885	5	8391515	8397155	0080cc
8	11490461	11496885	7	6632088	6640189	0080cc
8	13165486	13171886	1	8197152	8201664	0080cc
8	9010729	9017126	1	5599862	5605308	0080cc
8	3452520	3458903	13	3294047	3269121	0080cc
8	10077350	10083724	5	4619268	4632977	0080cc
8	14916170	14922456	5	3486011	3493115	0080cc
8	2491987	2498255	13	5114628	5108273	0080cc
8	2230658	2236866	13	5665443	5705596	0080cc
8	3597750	3603955	13	3547029	3539814	0080cc
8	11740992	11747196	5	9424502	9421309	0080cc
8	9890707	9896896	1	9477097	9458022	0080cc
8	9258633	9264820	1	6068804	6075823	0080cc
8	1544909	1550999	13	7478117	7486840	0080cc
8	11441103	11447192	5	8218938	8229630	0080cc
8	9034723	9040809	1	5627438	5633436	0080cc
8	13524154	13530215	1	10398353	10407330	0080cc
8	7104319	7110369	1	2242232	2246905	0080cc
8	8691996	8698035	1	4912742	4918288	0080cc
8	4466871	4472906	13	935570	929792	0080cc
8	1655435	1661450	13	7290386	7299923	0080cc
8	13202540	13208540	1	8704047	8710492	0080cc
8	8104111	8110096	1	3738630	3731130	0080cc
8	8104111	8110096	17	3086515	3092399	0080cc
8	10903336	10909319	5	6427146	6430022	0080cc
8	6525582	6531560	5	494809	487900	0080cc
8	7474560	7480529	1	2678902	2684666	0080cc
8	13218127	13224079	1	10190018	10197710	0080cc
8	8991749	8997690	1	5560160	5566715	0080cc
8	13792902	13798838	7	2032011	2025999	0080cc
8	8503898	8509830	1	4557702	4559021	0080cc
8	11809707	11815629	5	9821392	9819374	0080cc
8	13812167	13818064	14	4278615	4260421	0080cc
8	13812167	13818064	5	3930006	3935511	0080cc
8	1153219	1159099	13	10128932	10137614	0080cc
8	13394877	13400736	1	9924435	9913656	0080cc
8	2221194	2227042	13	5737882	5719535	0080cc
8	8208206	8214054	1	3939423	3943590	0080cc
8	3535854	3541681	13	3424708	3421373	0080cc
8	3535854	3541681	6	6151710	6153425	0080cc
8	10983915	10989740	14	7617918	7629126	0080cc
8	10983915	10989740	5	6592179	6599439	0080cc
8	10983915	10989740	7	344566	357668	0080cc
8	4487570	4493361	13	991565	970829	0080cc
