CompoundID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
C09833	-0.026379202	0.073620798	0.173620798	0.273620798	0.373620798	0.473620798
C14439	0.366238199	0.466238199	0.566238199	0.666238199	0.766238199	0.866238199
C05114	0.761946366	0.861946366	0.961946366	1.061946366	1.161946366	1.261946366
C03590	-1.451914834	-1.351914834	-1.251914834	-1.151914834	-1.051914834	-0.951914834
C11944	-0.287342661	-0.187342661	-0.087342661	0.012657339	0.112657339	0.212657339
C14762	-0.291066022	-0.191066022	-0.091066022	0.008933978	0.108933978	0.208933978
C07931	0.452606996	0.552606996	0.652606996	0.752606996	0.852606996	0.952606996
C00568	-0.20323893	-0.10323893	-0.00323893	0.09676107	0.19676107	0.29676107
C07146	-1.266893934	-1.166893934	-1.066893934	-0.966893934	-0.866893934	-0.766893934
C00447	0.859932434	0.959932434	1.059932434	1.159932434	1.259932434	1.359932434
C07750	-1.907743807	-1.807743807	-1.707743807	-1.607743807	-1.507743807	-1.407743807
C00984	-1.385045232	-1.285045232	-1.185045232	-1.085045232	-0.985045232	-0.885045232
C00378	-0.00081965	0.09918035	0.19918035	0.29918035	0.39918035	0.49918035
C10627	-0.282279704	-0.182279704	-0.082279704	0.017720296	0.117720296	0.217720296
C06201	-0.155749366	-0.055749366	0.044250634	0.144250634	0.244250634	0.344250634
C02216	0.389267381	0.489267381	0.589267381	0.689267381	0.789267381	0.889267381
